bldgid,edid,shape_area,altitude_m,rooftype,shape_length,border,geoid,name,namelsad
64413,DC00064674,878.379966992356,29.87,Shed,118.66258311504755,01060000000100000001030000000100000007000000FB9851DA164353C01A715C2B1C74434081D1E0D9164353C0BD9470391D7443405B59EFB21C4353C01638873F1D7443408CF45FB31C4353C03B1473311C744340060582B61C4353C0BDB172DF14744340B6DC74DD164353C0D80F5CD914744340FB9851DA164353C01A715C2B1C744340,11001005500,55,Census Tract 55
64414,dc00067342,422.9692195712958,35.7,Combination,94.38561243069935,0106000000010000000103000000010000001E000000AAB2A4CD7E4253C0036AD0561D74434036FF8E3E7F4253C0D541A5571D74434003876D737F4253C0B34287DB1C7443400FC223E3804253C0271214DE1C7443408A086702814253C0A618CF341D7443409ED57B6B814253C0B7867E351D74434016DFFE9A814253C025C050DF1C7443403A12E0CA824253C0C2E860E11C744340C45387CE824253C0521943C3177443406863FC75824253C01136A4C21774434040C2FF5E824253C04907B18417744340A2F35C4C824253C03C58FA4117744340E07636EB814253C04DEC5C4117744340B3C3F4B8814253C0DB1D55C117744340E63EE18E804253C00FCECFBE177443409F2F878E804253C0466EBF3E1874434070FF9B58804253C0FAF0673E187443409989BD58804253C0A078180B18744340E9262527804253C0FBFBDCA11774434080CB1CBE7F4253C0AD822DA117744340AB26BB767F4253C085A9D13C1874434090A421777F4253C0EE7169BD1774434012FC872D7F4253C0499DEEBC1774434078BA06FC7E4253C093B6323C1774434095DE9A957E4253C0B3C2823B177443408D1D57637E4253C0E8B3C39E17744340C08961627E4253C0766B8EBB177443406AE3A05E7E4253C00C3EACD91C744340EDAE95A67E4253C0A95E27DA1C744340AAB2A4CD7E4253C0036AD0561D744340,11001010700,107,Census Tract 107
64415,DC00018601,4394.424081466569,48.3,Shed,316.21264528267454,0106000000010000000103000000010000001E0000006D6F904B2D4353C0A887C4011D7443402E51674C2D4353C0608B7D331D744340853AC174314353C0A4638C341D74434068328074314353C0C04FC5721B744340BE394213324353C0089FDC721B7443404CF77F12324353C024AFE13716744340926D68F0314353C086D50F381674434098BD42EE314353C07369ABD713744340A88A3D0F324353C063817DD713744340E4357B0E324353C08AC1AD9B0E744340B8E2373C2F4353C0428473A00E7443400ABD623C2F4353C094CAB6F50F744340D777F1062D4353C0968829F50F74434077A2E3062D4353C00632C5590F744340D87973802B4353C05D7379560F744340606281802B4353C0AA32F2F20F74434060F14161294353C0FA275FEE0F744340FE39DAFC284353C0A2D197510F74434039654BDE254353C0DE3FEF720A744340CF0E2364224353C0098AE5780A74434061A0D363224353C0C57321280E744340607C92A7204353C0EC4DD1230E7443403CB738A7204353C0210D6CDC1174434089698363224353C0B1D0A8E0117443408D9BB762224353C03421C9541B744340FE43BDDD224353C065471E561B744340BA3590DD224353C009CC2B2F1D7443408E8778D42B4353C076DB50311D7443408C93BAD32B4353C0AB1B68011D7443406D6F904B2D4353C0A887C4011D744340,11001005500,55,Census Tract 55
64418,DC00018513,12977.62001490964,55.19,Shed,1107.5489928902143,010600000001000000010300000004000000660000008CF376F2374353C08A0E882D1D744340D05DE6F8434353C007BE26121D744340B008A6EF434353C08D2D38E81C74434048FC8DF5434353C0305202731C7443405B436403444353C076D5B2FE1B744340ED55391D444353C00228B5911B7443407450AF76444353C00434E48F1B744340FAFDAD9F444353C0AFDD34E61A7443408EDEA9D0444353C0A287B3581A744340C0A3F017454353C0A5177FCA19744340ABB9BA6A454353C0B3CA294719744340B65A9DCC454353C047CB2ADB18744340695B0A32464353C0CC45568C18744340ECD4288F464353C08AAE835B1874434007CEB48D464353C0C340C0CD17744340A0C84CC8464353C0E1913FA2177443405C4E5FFF464353C0B48B3B8F177443400A1B564E474353C0E0DCE2841774434078B4C99A474353C01A535C80177443404ED4C29B474353C0882C101A0E744340464C9D31464353C0E8722F1D0E744340CE04B631464353C08A7B2C0F0D744340084D2661464353C07292820F0D744340B1DABE61464353C02912682D0C7443408DF50FD4464353C0A5D7372E0C744340B82A9DD4464353C084C287570B744340C9C1AE36474353C0353433580B744340E3C3D737474353C0750471A6097443409A5020BB484353C079C2E5A809744340175EDABB484353C05D05F59F0874434072398E38474353C021E96C9D087443400AABB539474353C0A5827FEC067443408D01DFD0464353C0F795D5EB06744340B3B779D1464353C0236D632106744340F1222D5D464353C0FC20A82006744340592CB05D464353C07D18ED6105744340643D862D464353C02C2B976105744340F7B6B12D464353C0B362C51F0574434040C5F2B1454353C0D815A71F05744340256204B2454353C0C4BDDA4A047443404C67DFB4464353C0526E014B04744340849F04B5464353C03541A0B702744340FC12DCB5464353C0081C2D91FC73434058EA70B0474353C047795591FC73434043638CB0474353C0CB3C0C1BFB734340BEBABBB0474353C097C03203F97343408B8D2D82484353C031CAD907F9734340F1AE5D82484353C06145ECDEF67343405DC7E4B0474353C0259CEBE0F6734340555012B1474353C0D86475B3F4734340B7BB38B1474353C0A7039B2DF3734340F0CB7055474353C0E79C8B2DF37343400D584056474353C0704A281DEA734340FCBFBF5A464353C009B9601DEA7343408CA02C5A464353C0610132DBE37343409A73DEBF454353C0813B24DBE3734340689687C2444353C0E691F2DAE3734340E7157779424353C056DA79DAE373434041D2436C414353C0E6D441DAE37343406CF4846C414353C034296940E473434025AFEA1B414353C08804DA12E47343403DA482CC404353C093115604E47343408CF4106A404353C056923F1FE473434065744E0C404353C0D0222F41E4734340A3723D0C404353C0D0E4D7F5E373434092BB3D8F3D4353C07FCC78F6E373434059904D8F3D4353C01D461348E47343401004D1463D4353C05018CA1BE4734340A6A076EB3C4353C0AB87CD05E473434038076E653C4353C0D9DD2923E4734340BC45182F3C4353C0281BEF54E4734340D59A022F3C4353C095418AEEE3734340BBC441DB3B4353C0D097AEEEE3734340349D37DB3B4353C08170B27EE37343409A84106A3A4353C0211D047FE3734340B5AE1A6A3A4353C049AA4EEFE37343406B6934E7384353C0AA47F6EFE37343400FF71BE7384353C05B95576AE373434017CA677A374353C0055EF56AE3734340BA345C7B374353C0ABB60B1BE8734340140BBCEA374353C0B0D3DF1AE8734340E6502FED374353C0E9DF605BF473434013979FED374353C0046D9889F6734340D98205DC374353C00E4E9C89F6734340C40DC7DA374353C076FB8E1DFD73434049CD4F3F384353C0D392BE1DFD7343405B0D0AEF374353C0C496FE1DFD734340F87DF3EE374353C0713ADED1FE7343401B9B0FDA374353C0652DF6D1FE7343407D50D0D9374353C08E192B950374434007D5A7EE374353C04B29139503744340332554EE374353C0E9DD7C510574434057C1A1D9374353C0906D8151057443400DAEEED9374353C0346710DD0B744340DA12ABFD374353C0D87DCEDC0B74434045689AE7374353C0FC02B43D0C744340E95852D9374353C0F14C3A990C744340CD10D3D7374353C021D7BF270D744340AC34CFE9374353C0A21FA1A50D744340FE133F07384353C0E75A170B0E7443407E8ACEF3374353C01CFC2E0B0E7443408CF376F2374353C08A0E882D1D7443402100000071C4B14A424353C0B071276D14744340A878694C3D4353C0A7F9A166147443402694E54C3D4353C05D13AD060E7443400E05A84F3E4353C0C488C5050E7443402E832BBC3E4353C0626473050E7443407DBE8EBD3E4353C0831DCDBB0B744340C7FA32CA3E4353C00B8960B3F6734340B32D47CA3E4353C0C22A1D61F4734340B96E534A3E4353C0EE2CB260F473434056FCDA983C4353C0DDE14C5FF4734340AEEA5A973C4353C0A78B42E6EC734340869B6D893D4353C011ADD4E5EC734340316E6E03404353C02E7134E5EC73434049E8C771414353C018D7E2E4EC73434023C73F6F414353C07BDF74B7E87343400BC4ACA2414353C03A1B80B7E87343401D3B10A5414353C08E2B0AA2EC73434021C94B4D424353C05BAD1EA2EC73434009D8041F424353C0DFBA89A2EC734340EE38C11E424353C0462BD990EF73434007A289A9404353C09B1D968FEF7343403CF96CA6404353C00065E3A0FC734340D3327473434353C05F8A22A3FC734340F51E0873434353C024F75D80FF734340176123A8404353C003F0C77FFF7343406C06DFA2404353C021185E5004744340CC33ECA2404353C09945DAE004744340DB069942414353C03FB2B6E004744340F3D68B42414353C0CA843A500474434060E18DEB414353C0B3D514500474434014667BF1414353C06B92AA260E74434088DAED46424353C011D9EB250E74434071C4B14A424353C0B071276D14744340080000009EDA5D303C4353C01AD1613CEB734340EBB2B1303C4353C0F37C6EE6EC734340FB8ED1513B4353C0827D8CE6EC7343407DDF75513B4353C07B463415EB734340AA7448D23A4353C0E18D3816EB734340A945A9D13A4353C0E04E5BF5E77343404C73C32F3C4353C0440D73F4E77343409EDA5D303C4353C01AD1613CEB73434004000000FBBD37BF454353C04B29B88FEB7343407AA936BF454353C0E11F7E8FEB734340776F5ABB464353C0E102CD8FEB734340FBBD37BF454353C04B29B88FEB734340,11001005500,55,Census Tract 55
64420,dc00067460,3.589609503513455,31.96,Shed,8.16632430224639,01060000000100000001030000000100000005000000BC89FB30824253C0AFA8C94C1D7443400677278A824253C0E371684D1D7443406B1DEAA4824253C03E662DE11C744340B00E270C824253C0421F12E01C744340BC89FB30824253C0AFA8C94C1D744340,11001010700,107,Census Tract 107
64421,dc00067261,523.9725463633783,38.78,Combination,139.30506177481507,0106000000010000000103000000030000002F0000004592C8F8854253C02B97F3E61C74434046169838864253C078FA63481D744340917EC7AE864253C04FC483451D7443406636F1E3864253C06FDFADD71C7443403B83FBAA874253C035510ED91C744340D2EF33AB874253C0A9BEE68B1C74434086AA7DAD874253C04161425A19744340B24B75AE874253C0CF1BD1FD17744340389459B0874253C02709BB581574434058FFD29D864253C0A0E3CC5615744340D0A3EE9B864253C0814EF6FB177443409BC34255864253C001C78C5E1874434089518E54864253C01915E15719744340320E5BFB854253C0B9AE4D5719744340637D8EFB854253C07459C509197443404152CA84854253C066B8F10819744340C7FB4886854253C0F7431BEC167443404EFFC163854253C0D330E7EB16744340A50DE463854253C05AF04CC01674434078CE6D2E854253C003C0DA5E16744340103249FA844253C0AE3D512D167443408A94DCAF844253C01A2B822516744340C9E68479844253C023566D4E1674434067D05359844253C07F185D82167443408B5FF43B844253C0FBD9D5E916744340866A78B8834253C0E802F1E816744340C5E12CB8834253C07839F54E1774434003AFD5CE824253C03B67604D177443404C3B38CE824253C0E3CCA42E18744340E79B4BCD824253C085103C7A197443403A12E0CA824253C0C2E860E11C74434054F2BA34834253C04C8023E21C744340319D4359834253C0A499DD381D744340CBDE8ABC834253C0A8F68D391D7443403C0AA1F5834253C0B6DA71E31C744340EF246CF6834253C0E3D2C4CB1B7443401CB47338844253C039CF40CC1B744340C9EE4C38844253C094756F021C744340AF86AF37844253C0B58BDAE31C744340F3F4FC15854253C0A52063E51C7443407FF2FD18854253C0E8CEED011D744340A3FF1C3C854253C0D2407A331D744340EFF05E5F854253C0204F36451D74434028F66693854253C04880F63F1D7443401B8C4CAF854253C05987FE2B1D7443409614A5D4854253C052C8B3E61C7443404592C8F8854253C02B97F3E61C74434004000000F77711E1844253C0A3F7E1B01C744340EFF206A0844253C07BC465B01C744340A3BB7EC2844253C0CAD252881C744340F77711E1844253C0A3F7E1B01C74434004000000CA263E92834253C0FF0FF3B91C7443406ED970DE834253C081DADA881C74434074E928DD834253C0BCE353E21C744340CA263E92834253C0FF0FF3B91C744340,11001010700,107,Census Tract 107
64424,DC00067172,7139.678594794414,66.14,Shed,734.32856632188,0106000000010000000103000000020000005000000012731B769A4253C09A017C3A1D744340B499AA57A84253C01E71593D1D744340020B9B58A84253C07B6D847B12744340584CD19BA74253C0AACB5D7B12744340E789F58CA74253C0F3E6F0660E744340E9DF2B54A74253C07205E92E0E7443401F00EAB6A64253C014DFDB960B744340232486D2A74253C05EE17FDE0A744340CD598397A74253C0B96C4D040A744340D791DA7BA64253C0C34AD0BC0A744340616FA809A64253C04B1F3A170974434006F7C9D9A54253C0BE220032097443406EE09F2EA54253C065FA9AD0067443409995CE95A44253C0C1736ABC04744340CD84F904A44253C01D723ABD027443400D00D3E3A14253C0C395323EFB7343405CAE88E99F4253C0DFD3451AF47343404DA5F9D79F4253C0D9C41208F47343401D9F6CC39F4253C0A333A80AF47343409FD187A79F4253C018A9C926F4734340BC50BD91964253C071256779FA7343404BACC7C7964253C077F3FA7EFB7343405AE5C12A974253C09A84025EFD7343406C55D8D3974253C04104A5CCFF734340B4BC61C7984253C0F7F61245037443407AF911479A4253C08C112E4402744340A49031E5994253C025289DE5007443402E5F79839F4253C0D0FC74ECFC73434022906B14A04253C0823763C9FE73434053BD66B99D4253C015749067007443401FAACD879C4253C0AF52AD5001744340CD5E6D0D994253C079C0DE9A03744340EBE516249C4253C0C7EEA1810E744340B604ACE89D4253C0EB3E1B470D744340C667B3F89D4253C051D43EED0C74434032D52A8D9C4253C013B745DE07744340AC6106159E4253C06C0821D1067443405A9C38D69E4253C03DFF714C06744340A88492489F4253C0CFF4F61308744340E8E94BBA9F4253C060DB7DE309744340D873DAD89F4253C00FA43DD2097443405768516EA04253C0F807B1580C744340154D29EC9F4253C049ABEEA10C7443404A6C92919F4253C0A1C5E4180B7443408E1798CF9E4253C02AD812860B74434011E62F2A9F4253C0D2E8200F0D744340565CE5BE9E4253C0BDE5904B0D7443403CC2935E9F4253C077762E0010744340C9D20E32A04253C011542A890F74434052C8D78BA04253C0C1879F560F74434074063B5EA04253C0ABD6BE900E74434073E063E0A04253C08FC780470E74434053F520C5A04253C037DD3FD10D744340412073F3A04253C0B0DA27B70D744340F281DE5AA14253C05AB5F87C0D74434061C4D836A14253C054E8CCE00C744340828390D1A14253C0DA31B6890C744340EE18B99EA14253C0BD044EAD0B7443404EF845C9A14253C0500955950B744340E292DF99A14253C083F038CB0A744340C235B6E3A24253C0CE9E5F0E0A7443404DAE380EA34253C02A1B7FC20A744340DBA0D6D7A34253C0D4DBAE510A744340A10B5808A44253C086CAD1040B744340DD281932A34253C0E76DFB800B7443403AC4B32DA34253C02D5FC36A0B7443401DB69202A34253C06084E97D0B744340C320D407A34253C0A40E81990B74434096D805BEA24253C0DA013DC40B74434031626CD3A24253C0E7BC7D200C744340DFE33C10A24253C00230D4910C744340DB9FF469A24253C0903FF9140E74434038DFB18CA24253C0B798A3A70E74434031758019A24253C0B197D8E80E744340F5E3606EA24253C0413D545910744340F2A9C5E3A24253C0D274461710744340E8D9EB06A34253C0086AAAAB1074434052518E05A34253C01CAB6C7A127443400EB303779A4253C01501A7781274434012731B769A4253C09A017C3A1D74434007000000B2144DBDA44253C0049870080D7443400B4B6D31A44253C05A0352590D7443400522FF39A44253C066826F7D0D74434079344E22A44253C01BF20D8B0D74434049C54E0BA44253C0C669F7290D744340F918D3AEA44253C0443964CB0C744340B2144DBDA44253C0049870080D744340,11001010700,107,Census Tract 107
64426,dc00067068,3.1398309981825347,32.03,Shed,8.152443264563345,01060000000100000001030000000100000007000000CA6F48CD7F4253C0B01A07F41C744340BEDE85EE7F4253C0A8FDE1361D7443405D9BCE45804253C0C0F2FC311D74434098819C72804253C0778E52DD1C74434013F97C4E804253C04DB51EDD1C744340F31A89CB7F4253C09EA339DC1C744340CA6F48CD7F4253C0B01A07F41C744340,11001010700,107,Census Tract 107
64436,DC00065255,2773.6444559498873,56.5,Shed,243.99229693034982,0106000000010000000103000000010000001700000023308965B34253C0571F1E5F1C744340075464CBB34253C027C7F9341D744340CC462280B44253C00AD1F8981D744340709E32E0B94253C0C6EFF8971D7443401958FAE0B94253C06B99A40B1D744340C3A8E2E0B94253C0ED59B68F1C7443401C9C24DBBA4253C0569A878F1C744340AF73F3DABA4253C0AA6A5B0D1A74434057EE67E0B94253C0FC378A0D1A7443406BCF1FDFB94253C01499A5581374434047B137F2B74253C09E8D7559137443409273BFA3B54253C0A032125F0B7443402D5C61EDB54253C0508F7F2A0B744340ADDE0559B54253C0D41A394A097443408336E870B44253C099B7B44509744340C58C4C54B44253C03C37F1E30874434033827C10AE4253C03F8F67E908744340D367DCE8AD4253C0B4A30F47097443404B35EA28AF4253C0B8A8757A0D744340569F4A5BAF4253C0556D86560D744340932923EFAF4253C0B66F61710F7443406D24D5AEAF4253C0AF2F499F0F74434023308965B34253C0571F1E5F1C744340,11001010700,107,Census Tract 107
64437,DC00065343,1735.0759305126076,54.39,Shed,241.53282382304693,010600000001000000010300000001000000240000007F723104CB4253C07B5C98B01C7443402115AFCECA4253C0FA478AFA1C744340AB1D392ACB4253C04436E4921D744340D9044D5CCB4253C0C741254F1D744340FA9E9025CC4253C099453D4E1D744340664C8024CC4253C051B353D71A7443405FE5F823CC4253C0CA1B83A519744340B15AF848CD4253C04BC74DA4197443400A527148CD4253C0D156B27718744340A7018AC5CC4253C0C6DC527818744340C1924FC5CC4253C002F38E0618744340102CC6E6CC4253C081256B0618744340468911E6CC4253C08225E56D1674434096BD0023CE4253C0F5AA876C16744340DD1FF621CE4253C0ECB58E1F147443404EF4783ACF4253C0904E5D1E14744340B5134C39CF4253C059E3F5791174434079EE5CE5D24253C097BA0076117443405E1FD516D34253C04C20BD75117443402DD40315D34253C076005C700D7443409EFC94E3D24253C047438C700D744340E10703E1D24253C08015ABB3077443408B75BF9ECC4253C0301B77BA07744340687453A1CC4253C0B74658770D7443404BCC32FECA4253C0840759200F744340C01A41FFCA4253C05EB48C7E11744340ACCB2202CB4253C0C08D71081874434074965CB3CA4253C050FFCD0818744340A9E5C5B3CA4253C0919911F7187443404DEE8A02CB4253C07F81C8F61874434040CBD702CB4253C02F44B4A6197443409E0CFB02CB4253C062315AF619744340A08F30B4CA4253C07245A3F61974434008EE98B4CA4253C043F9E2D81A7443405D295F03CB4253C0AA8786D81A7443407F723104CB4253C07B5C98B01C744340,11001010700,107,Census Tract 107
64430,DC00065817,442.0716389824247,38.93,Combination,132.94843106172294,010600000001000000010300000002000000490000007F8A3380F74253C07BA1DDB71D744340BB116425F84253C0D50EBCB71D74434055505325F84253C076947FEE1C7443406FBEBA8DF84253C0A3586AEE1C7443408EBFB88DF84253C093E475D61C744340AEC0B68DF84253C07A7081BE1C744340949D9895F84253C0B1CA7DBE1C744340C5C2A995F84253C0DE07458C1D7443403EBED5B2F84253C0CD02A7B11D744340C744ED73F94253C0D8B37FB11D7443402292E473F94253C0AF3737491D7443403459D5BAF94253C0561302491D74434006C462D0F94253C0C45EBE1A1D7443406A1A10D0F94253C05C6AE6211C744340AE02B6ADF94253C0485289EA1B744340C80B75ADF94253C0406D65311B74434021926FD5F94253C05AEF3C091B74434026302CD5F94253C04FCC27331A7443407414BBC2F94253C07EAD23FD19744340A3F77CA9F94253C01DD228FD19744340411D17A9F94253C0ACA0A0B2187443406F47A482F84253C094AD8AB3187443408235F882F84253C0661B07BC1974434049B7DE7FF74253C05FC73BBC19744340FC00E27FF74253C0175CC1E319744340417B2C77F64253C07019F7E319744340581F2566F54253C09DB874DD19744340CFD32A66F54253C0E9EC38221A744340F3520EBDF44253C059A8F5221A744340F29615BFF44253C0E0FE8C0A1A74434018984AB1F44253C01F783BFA19744340C07B55BAF44253C067666AE719744340B4B7AC6BF44253C019090F8B19744340ACD1E462F44253C09908509D197443401F6CAC52F44253C0D89A188A197443400273CE2EF44253C0240DFDD11974434022349503F44253C0B81EC6CE19744340512DC4E3F34253C0AF3943D719744340F4996CC9F34253C020CABAFE19744340C5A4D2B6F34253C0F129FF301A744340B14122B4F34253C0AF56CA6B1A7443401D52E0BDF34253C03F7465B41A744340E6DD65ADF34253C04E6870D51A744340ED1D87ECF24253C0F3270B581C744340CDA940FCF24253C0E48BC8691C7443404FBCB0A8F24253C0DB8EA3711C744340D022D87BF24253C0BC82CACD1C744340FAF22C7FF24253C0963AF0521D7443406000D6C1F24253C0C1A9F59B1D744340CD46D60FF34253C0FDB5BA9C1D744340A0791F44F34253C03F36BC401D74434041C81644F34253C0D5C4C9561D7443407E4B01E4F34253C0ED3AF44E1D744340F62FEA0CF44253C00D0BF34C1D74434084CDA929F44253C00833EA961D744340B602257BF44253C0C6C2EB921D744340644C5B9DF44253C04693E1451D7443400CB24FCCF44253C07F2196431D744340D8CC92CCF44253C044BA0FED1C744340E1E434E0F44253C0C6C00BED1C7443405F782DE0F44253C0E6987F931C7443404BB15E66F54253C0AE6B64931C74434046F56D66F54253C0DC2C664B1D744340FD9E727DF54253C0FD82614B1D74434003427A7DF54253C0B70F6CA71D7443409D0DE712F64253C029C64DA71D7443401569DF12F64253C06C39434B1D74434066DC7477F64253C0D8D22E4B1D74434033417D77F64253C0247637B01D7443401A8E941FF74253C05A5815B01D74434071278C1FF74253C00FB50C4B1D744340657B2A80F74253C07615F94A1D7443407F8A3380F74253C07BA1DDB71D744340070000001CE80150F94253C0171249A81C744340E981DB73F94253C0CCB48CDC1C74434090E7DB73F94253C074754FE11C7443401CE80150F94253C0171249A81C7443407641233FF94253C0349AFCBD1C744340FE041F3FF94253C0B4834CA81C7443401CE80150F94253C0171249A81C744340,11001005500,55,Census Tract 55
64431,DC00065348,1846.4821247651219,55.84,Shed,241.23015260530664,0106000000010000000103000000010000002D000000AEF20B54DA4253C0D6E712BD1D74434034380BA8DA4253C03D7E02BD1D744340112A6EDADA4253C0441E8F1B1D74434003834BDADA4253C05F0E9E3A1D7443402BC81129DB4253C0E14E7B3A1D7443404EE46755DB4253C09298E0BC1D744340C9E9B8AEDB4253C0AE1ECFBC1D744340BE716ED6DB4253C03B63593A1D744340EC6692F8DB4253C032B4523A1D7443407A0EB5F8DB4253C0711C571B1D744340D75F5725DC4253C00A5F4E1B1D7443402FB83354DC4253C01FB8AEBC1D7443407A3C21B0DC4253C020B59CBC1D7443403E095BE1DC4253C06588291B1D744340CB4B0CE1DC4253C049CE4B46197443403C76DAE0DC4253C02B5582D916744340C13735E6D94253C02B8817DA167443403E7C62E6D94253C02A03E1461974434030AA12E6D94253C0ECD34595177443405B20E90DD84253C0DA9E0296177443405326A10DD84253C0E49527E1157443404C892BC9CF4253C0C662B8E415744340317F7FC9CF4253C082699399177443409EC1DF01CE4253C0D1185F9A17744340D8C8D902CE4253C01C8404421D7443404FA59752CE4253C047DAE1411D7443400AC3AA52CE4253C0770B80971D74434073F18CCACF4253C0395EEA961D744340AACE79CACF4253C0AAD438411D74434086A46A9DD14253C097BE6A401D744340BBCB7D9DD14253C024481C961D7443405BF0BC07D34253C0F79075951D74434047C7A907D34253C0CF5FD73F1D744340724063E5D44253C0EECA063F1D744340026E76E5D44253C010FCA4941D744340347CBA4AD64253C09D4312941D744340CD49A74AD64253C015BA603E1D744340B2A7D72DD84253C06402A23D1D74434023DDEA2DD84253C08F3340931D744340114A7498D94253C07123AC921D744340AD0F6198D94253C0F499FA3C1D7443408F920EE7D94253C007E6D73C1D74434008D008E7D94253C033ABBE1B1D7443404722CC27DA4253C0C205B21B1D744340AEF20B54DA4253C0D6E712BD1D744340,11001010700,107,Census Tract 107
64434,DC00064649,2820.0519670952426,55.17,Shed,386.37499865782723,01060000000100000001030000000100000047000000482D5C4F034353C0519FF18C1D7443401649AD49074353C0AE35D4931D7443402DBDEE49074353C02064EC2B1D744340D864BE5C074353C0312E0F2C1D744340AD57C75D074353C01DBF63B11B74434092F48C96074353C0D20ACCB11B744340683F9697074353C01199483B1A744340EBA4D05E074353C0654DE03A1A744340C5A52660074353C03C42284F1874434090877BFA024353C000609C4718744340B6BD1939024353C0F0204D4618744340C4CE593A024353C08D3553791674434062067211034353C0EB1AC67A167443407F7A1613034353C0D387272B147443406620C3A6014353C0D0D3A6281474434015DDAAA7014353C05AD972E512744340A3A212A8014353C0236CB85212744340DC5EB5A8014353C0CFB7C86E117443405856D548054353C0564E10751174434097F5114C054353C00EDF5BDA0C744340FA75F2AB014353C0574914D40C744340931CACAD014353C0A6D628590A7443405AC52BEA024353C0FAAC525B0A744340A296C5EB024353C07D044220087443409628303F034353C03393CB200874434055D35C33034353C06950AD860574434020069DBD034353C0F369175B047443401F081486034353C0F261E71A0474434075E25057044353C0B123A3590274434047B84FFC004353C0BC845373FE734340697ECC2E004353C0EC65683A007443404F16AAFEFF4253C06461080000744340D6431D87FF4253C0DDEB3F03017443405B907AB3FF4253C004F65E430174434023ACE159FF4253C0B0FD09F001744340DE57B429FF4253C032630BC70174434020CCD4B5FE4253C0F7BB13D0027443406B1932E2FE4253C08CC8321003744340126EECC7FE4253C009F11F78037443400EA962CBFE4253C050F7F2CE037443409BA1C984FE4253C0D1D1CFD903744340BB3FED83FE4253C0E095D81D05744340BC3528CEFE4253C08BBF6F240574434087FA8BC5FE4253C056265AD60674434012EDF27EFE4253C0AD0037E10674434058D4FA89FE4253C0F102B21808744340A8A93ECDFE4253C05FA22B1908744340693418CAFE4253C09C68F19E0C7443408056D486FE4253C023C9779E0C74434050ADFF85FE4253C051B916C60D7443405D9CB430FE4253C0A6EC88C60D744340F0B4C532FE4253C07C143115117443407B30AC83FE4253C085C5BF1411744340189CDA82FE4253C0F18DCF4112744340F8821EC6FE4253C027D5354212744340C07422C3FE4253C057D65873167443405F1EE0C2FE4253C070D7E1D116744340642D9C7FFE4253C0D43768D11674434090BF347BFE4253C0EA9EBC1C1D7443407CBC78BEFE4253C0983E361D1D744340573A57BEFE4253C022C66F481D74434061017366024353C06420BC4E1D744340D09F4666024353C07DBD648B1D744340D724A3C5024353C02F31FF8B1D744340762AC3C5024353C09E3F644F1D744340DEEBA28B024353C03541FA4E1D7443400333FB8B024353C047F093CF1C74434050A3A330034353C00E83A7D01C744340F8D96C30034353C0DE33D6241D744340C30FAA4F034353C0A7231D251D744340482D5C4F034353C0519FF18C1D744340,11001005500,55,Census Tract 55
